movie_id,title,tags
57201,The Lone Ranger,"action adventur western texa ranger chase gang outlaw led butch cavendish, gang ambush rangers, seemingli kill all. one survivor found, however, american indian name tonto, nurs back health. ranger, don mask ride white stallion name silver, team tonto bring unscrupul gang other ilk justice. texa hors survivor texasrang partner outlaw escap lawyer train lonerang comanch thelonerang tonto johnnydepp armiehamm williamfichtn gore verbinski"
49521,Man of Steel,"action adventur fantasi sciencefict young boy learn extraordinari power earth. young man, journey discov came sent do. hero must emerg save world annihil becom symbol hope mankind. savingtheworld dccomic superhero basedoncomicbook superhuman alieninvas reboot superpow dcextendedunivers henrycavil amyadam michaelshannon zack snyder"
2454,The Chronicles of Narnia: Prince Caspian,"adventur famili fantasi one year incred adventur lion, witch wardrobe, peter, edmund, luci susan pevensi return narnia aid young princ whose life threaten evil king miraz. now, help color cast new characters, includ trufflehunt badger nikabrik dwarf, pevensi clan embark incred quest ensur narnia return right heir. basedonnovel fictionalplac brothersisterrelationship lion humanb wretch leapintim matteroflifeanddeath faith uncl narnia fantasyworld benbarn williammoseley annapopplewel andrew adamson"
24428,The Avengers,"sciencefict action adventur unexpect enemi emerg threaten global safeti security, nick fury, director intern peacekeep agenc known s.h.i.e.l.d., find need team pull world back brink disaster. span globe, dare recruit effort begins! newyork shield marvelcom superhero basedoncomicbook alieninvas superheroteam aftercreditssting duringcreditssting marvelcinematicunivers robertdowneyjr. chrisevan markruffalo joss whedon"
1865,Pirates of the Caribbean: On Stranger Tides,"adventur action fantasi captain jack sparrow cross path woman past, he' sure love -- ruthless con artist who' use find fabl fountain youth. forc aboard queen anne' revenge, ship formid pirat blackbeard, jack find unexpect adventur know fear more: blackbeard woman past. sea captain mutini sword primeminist sail silver ship duke mermaid pirat soldier battl swashbuckl aftercreditssting 3d johnnydepp penélopecruz ianmcshan rob marshal"
41154,Men in Black 3,"action comedi sciencefict agent j (will smith) k (tommi lee jones) back...in time. j seen inexplic thing 15 year men black, nothing, even aliens, perplex much wry, retic partner. k' life fate planet put stake, agent j travel back time put thing right. j discov secret univers k never told - secret reveal team young agent k (josh brolin) save partner, agency, futur humankind. timetravel timemachin alien fictionalgovernmentag seeingthefutur changinghistori willsmith tommyleejon joshbrolin barri sonnenfeld"
122917,The Hobbit: The Battle of the Five Armies,"action adventur fantasi immedi event desol smaug, bilbo dwarv tri defend erebor' mountain treasur other claim it: men ruin laketown elv mirkwood. meanwhil armi orc led azog defil march erebor, fuel rise dark lord sauron. dwarves, elv men must unite, hope middle-earth fall bilbo' hands. corrupt elv dwarv orc middle-earth(tolkien) hobbit dragon battl unlikelyfriendship epicbattl swordandsorceri martinfreeman ianmckellen richardarmitag peter jackson"
1930,The Amazing Spider-Man,"action adventur fantasi peter parker outcast high schooler abandon parent boy, leav rais uncl ben aunt may. like teenagers, peter tri figur got person today. peter discov mysteri briefcas belong father, begin quest understand parents' disappear – lead directli oscorp lab dr. curt connors, father' former partner. spider-man set collis cours connors' alter ego, lizard, peter make life-alt choic use power shape destini becom hero. lossoffath vigilant serum marvelcom scientificexperi spiderbit maskedvigilant reboot superpow geneticengin socialoutcast duringcreditssting andrewgarfield emmaston rhysifan marc webb"
20662,Robin Hood,"action adventur soldier robin happen upon die robert loxley, promis return man' sword famili nottingham. there, assum robert' identity; romanc widow, marion; draw ire town' sheriff king john' henchman, godfrey. robinhood archer knight sherwoodforest bowandarrow middleag mediev kingofengland russellcrow cateblanchett maxvonsydow ridley scott"
57158,The Hobbit: The Desolation of Smaug,"adventur fantasi dwarves, bilbo gandalf success escap misti mountains, bilbo gain one ring. continu journey get gold back dragon, smaug. elv dwarv orc hobbit dragon wizard swordandsorceri martinfreeman ianmckellen richardarmitag peter jackson"
2268,The Golden Compass,"adventur fantasi overhear shock secret, precoci orphan lyra belacqua trade carefre exist roam hall jordan colleg otherworldli adventur far north, unawar part destiny. england compass experi lordship uncl polarbear orphan anim basedonyoungadultnovel dakotabluerichard nicolekidman danielcraig chri weitz"
254,King Kong,"adventur drama action 1933 new york, overli ambiti movi produc coerc cast hire ship crew travel mysteri skull island, encount kong, giant ape immedi smitten lead lady. filmbusi screenplay showbusi filmmak filmproduc exoticisland monster indigen ship dinosaur naomiwatt jackblack adrienbrodi peter jackson"
597,Titanic,"drama romanc thriller 84 year later, 101-year-old woman name rose dewitt bukat tell stori granddaught lizzi calvert, brock lovett, lewi bodine, bobbi buell anatoli mikailavich keldysh life set april 10th 1912, ship call titan young rose board depart ship upper-class passeng mother, ruth dewitt bukater, fiancé, caledon hockley. meanwhile, drifter artist name jack dawson best friend fabrizio de rossi win third-class ticket ship game. explain whole stori departur death titan first last voyag april 15th, 1912 2:20 morning. shipwreck iceberg ship panic titan oceanlin epic richwoman-poorman love disast tragiclov classdiffer imax starcrossedlov steerag salvag richsnob 3d 1910 katewinslet leonardodicaprio francesfish jame cameron"
271110,Captain America: Civil War,"adventur action sciencefict follow event age ultron, collect govern world pass act design regul superhuman activity. polar opinion amongst avengers, caus two faction side iron man captain america, caus epic battl former allies. civilwar war marvelcom sequel superhero basedoncomicbook imax aftercreditssting duringcreditssting marvelcinematicunivers 3d chrisevan robertdowneyjr. scarlettjohansson anthoni russo"
44833,Battleship,"thriller action adventur sciencefict mankind beam radio signal space, repli come ‘planet g’, form sever alien craft splash water hawaii. lieuten alex hopper weapon offic assign uss john paul jones, part intern naval coalit becom world' last hope surviv engag hostil alien forc unimagin strength. take invaders, hopper must also tri live potenti brother, fiancée' father, admir shane, expect him. fight u.s.navi mindread hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommun taser buoy communicationsexpert jointchiefsofstaff crashland jetfighterpilot navylieuten permissiontomarri ussjohnpauljon basedonboardgam aftercreditssting mightymo ussmissouri taylorkitsch alexanderskarsgård rihanna peter berg"
135397,Jurassic World,"action adventur sciencefict thriller twenty-two year event jurass park, isla nublar featur fulli function dinosaur theme park, jurass world, origin envis john hammond. monster dna tyrannosaurusrex velociraptor island sequel suspens disast escap dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror chrispratt brycedallashoward irrfankhan colin trevorrow"
37724,Skyfall,"action adventur thriller bond' latest assign goe grave wrong agent around world exposed, mi6 attack forc reloc agency. event caus author posit challeng gareth mallory, new chairman intellig secur committee. mi6 compromis insid out, left one alli trust: bond. 007 take shadow - aid field agent, eve - follow trail mysteri silva, whose lethal hidden motiv yet reveal themselves. spi secretag sociopath killer artgalleri britishsecretservic istanbulturkey imax uzi boobytrap impersonatingapoliceoffic macao danielcraig judidench javierbardem sam mend"
558,Spider-Man 2,"action adventur fantasi peter parker go major ident crisis. burn spider-man, decid shelv superhero alter ego, leav citi suffer wake carnag left evil doc ock. meantime, parker still can't act feel mari jane watson, girl he' love sinc childhood. dualident loveofone'slif pizzaboy marvelcom sequel superhero doctor scientist tentacl death supervillain tobeymaguir kirstendunst jamesfranco sam raimi"
68721,Iron Man 3,"action adventur sciencefict toni stark' world torn apart formid terrorist call mandarin, start odyssey rebuild retribution. terrorist waronterror tennesse malibu marvelcom superhero basedoncomicbook tonystark ironman aftercreditssting marvelcinematicunivers mandarin 3d warmachin ironpatriot extremi robertdowneyjr. gwynethpaltrow doncheadl shane black"
12155,Alice in Wonderland,"famili fantasi adventur alice, unpretenti individu 19-year-old, betroth dunc english nobleman. engag party, escap crowd consid whether go marriag fall hole garden spot unusu rabbit. arriv strang surreal place call 'underland,' find world resembl nightmar child, fill talk animals, villain queen knights, frumiou bandersnatches. alic realiz reason – conquer horrif jabberwocki restor right queen throne. basedonnovel fictionalplac queen fantasi aliceinwonderland fantasyworld 3d miawasikowska johnnydepp annehathaway tim burton"
36668,X-Men: The Last Stand,"adventur action sciencefict thriller cure found treat mutations, line drawn amongst x-men brotherhood, band power mutant organ xavier' former ally, magneto. mutant marvelcom basedoncomicbook superhuman beast cyclop aftercreditssting hughjackman halleberri ianmckellen brett ratner"
62211,Monsters University,anim famili look relationship mike sulley day monster univers — necessarili best friends. monster dormitori game anim bestfriend univers scari aftercreditssting billycryst johngoodman stevebuscemi dan scanlon
8373,Transformers: Revenge of the Fallen,"sciencefict action adventur sam witwicki leav autobot behind normal life. mind fill cryptic symbols, decepticon target drag back transformers' war. egypt sun chao symbol artifact transform tank robot imax duringcreditssting shialabeouf meganfox joshduhamel michael bay"
91314,Transformers: Age of Extinction,"sciencefict action adventur human pick pieces, follow conclus ""transformers: dark moon,"" autobot decepticon vanish face planet. however, group powerful, ingeni businessman scientist attempt learn past transform incurs push boundari technolog beyond control - ancient, power transform menac set earth cross-hairs. sequel alien transform giantrobot robot imax transformingrobot markwahlberg stanleytucci kelseygramm michael bay"
68728,Oz: The Great and Powerful,"fantasi adventur famili oscar diggs, small-tim circu illusionist con-artist, whisk kansa land oz inhabit assum he' great wizard prophecy, save oz clutch evil. circu witch magic hope illus lost magictrick wizard 3d jamesfranco milakuni rachelweisz sam raimi"
102382,The Amazing Spider-Man 2,"action adventur fantasi peter parker, life busy. take bad guy spider-man spend time person loves, gwen stacy, high school graduat cannot come quickli enough. peter forgotten promis made gwen’ father protect stay away, promis cannot keep. thing chang peter new villain, electro, emerges, old friend, harri osborn, returns, peter uncov new clue past. obsess marvelcom sequel basedoncomicbook electrocut medicalexperi electr superpow andrewgarfield emmaston jamiefoxx marc webb"
20526,TRON: Legacy,"adventur action sciencefict sam flynn, tech-savvi dare son kevin flynn, investig father' disappear pull grid. help mysteri program name quorra, sam quest stop evil dictat clu cross real world. artificialintellig secretident computerprogram dystopia comput decept duel motorcycl neonlight autocraci garretthedlund jeffbridg oliviawild joseph kosinski"
49013,Cars 2,anim famili adventur comedi star race car lightn mcqueen pal mater head oversea compet world grand prix race. road championship becom rocki mater get caught intrigu adventur own: intern espionage. carrac sequel comedi anthropomorph bestfriend duringcreditssting owenwilson larrythecableguy michaelcain john lasset
44912,Green Lantern,"adventur action thriller sciencefict centuries, small power forc warrior call green lantern corp sworn keep intergalact order. green lantern wear ring grant superpowers. new enemi call parallax threaten destroy balanc power universe, fate fate earth lie hand first human ever recruited. dccomic transform superhero alien alieninfect magicalobject protector superpow origin 3d ryanreynold blakel petersarsgaard martin campbel"
10193,Toy Story 3,"anim famili comedi woody, buzz, rest andy' toy play years. andi go college, gang find accident left nefari day care center. toy must band togeth escap return home andy. hostag colleg toy barbi anim escap daycar teddybear duringcreditssting toycomestolif personif inanimateobjectscomingtolif toystori tomhank timallen nedbeatti lee unkrich"
534,Terminator Salvation,"action sciencefict thriller grown post-apocalypt 2018, john connor must lead resist human increasingli domin militarist robots. marcu wright appears, exist confus mission connor tri determin whether wright come futur past -- whether he' friend foe. savingtheworld artificialintellig propheci sanfrancisco cyborg killerrobot gasstat post-apocalypt dystopia armi firearm wartim losangel christianbal samworthington antonyelchin mcg"
168259,Furious 7,action deckard shaw seek reveng domin toretto famili comatos brother. carrac speed reveng suspens car race musclecar vindiesel paulwalk dwaynejohnson jame wan
72190,World War Z,"action drama horror sciencefict thriller life former unit nation investig gerri lane famili seem content. suddenly, world plagu mysteri infect turn whole human popul rampag mindless zombies. bare escap chaos, lane persuad go mission investig disease. follow peril trek around world lane must brave horrif danger long odd find answer human civil falls. dystopia apocalyps zombi nuclearweapon multipleperspect zombieapocalyps bradpitt mireilleeno abigailhargrov marc forster"
127585,X-Men: Days of Future Past,action adventur fantasi sciencefict ultim x-men ensembl fight war surviv speci across two time period join forc younger selv epic battl must chang past – save future. 1970 mutant timetravel marvelcom basedoncomicbook superhuman storm beast aftercreditssting changingthepastorfutur hughjackman jamesmcavoy michaelfassbend bryan singer
54138,Star Trek Into Darkness,"action adventur sciencefict crew enterpris call back home, find unstopp forc terror within organ deton fleet everyth stand for, leav world state crisis. person score settle, captain kirk lead manhunt war-zon world captur one man weapon mass destruction. hero propel epic chess game life death, love challenged, friendship torn apart, sacrific must made famili kirk left: crew. spacecraft friendship sequel futurist space alien imax spaceopera terroristbomb 3d chrispin zacharyquinto zoesaldana j.j. abram"
81005,Jack the Giant Slayer,"action famili fantasi stori ancient war reignit young farmhand unwittingli open gateway world fearsom race giants. unleash earth first time centuries, giant strive reclaim land lost, forc young man, jack battl life stop them. fight kingdom, people, love brave princess, come face face unstopp warrior thought exist legend–and get chanc becom legend himself. basedonfairytal giant nicholashoult eleanortomlinson ewanmcgregor bryan singer"
64682,The Great Gatsby,"drama romanc adapt f. scott fitzgerald' long island-set novel, midwestern nick carraway lure lavish world neighbor, jay gatsby. soon enough, however, carraway see crack gatsby' nouveau rich existence, obsession, madness, tragedi await. basedonnovel infidel obsess hope 3d leonardodicaprio tobeymaguir careymulligan baz luhrmann"
9543,Prince of Persia: The Sands of Time,"adventur fantasi action romanc rogu princ reluctantli join forc mysteri princess together, race dark forc safeguard ancient dagger capabl releas sand time – gift god revers time allow possessor rule world. persia sandstorm brotheragainstbroth armageddon regent basedonvideogam jakegyllenha gemmaarterton benkingsley mike newel"
68726,Pacific Rim,"action sciencefict adventur legion monstrou creatures, known kaiju, start rise sea, war began would take million live consum humanity' resourc year end. combat giant kaiju, special type weapon devised: massiv robots, call jaegers, control simultan two pilot whose mind lock neural bridge. even jaeger prove nearli defenseless face relentless kaiju. verg defeat, forc defend mankind choic turn two unlik heroes—a washed-up former pilot (charli hunnam) untest traine (rinko kikuchi)—who team drive legendari seemingli obsolet jaeger past. together, stand mankind' last hope mount apocalypse. dystopia giantrobot giantmonst apocalyps imax duringcreditssting 3d idriselba charliehunnam charlieday guillermo del toro"
38356,Transformers: Dark of the Moon,"action sciencefict adventur sam witwicki take first tenuou step adulthood remain reluct human alli autobot-lead optimu prime. film center around space race ussr usa, suggest hidden transform role remain one planet' danger secrets. moon spacecraft traitor bodyguard alienplanet basedoncartoon transform giantrobot sabotag worddomin commando duringcreditssting shialabeouf johnmalkovich kenjeong michael bay"
217,Indiana Jones and the Kingdom of the Crystal Skull,"adventur action set cold war, soviet – led sword-wield irina spalko – search crystal skull supernatur power relat mystic lost citi gold. captur escap them, indi coerc head peru behest young man whose friend – indy' colleagu – professor oxley captur knowledg skull' whereabouts. savingtheworld riddl whip treasur mexicoc leatherjacket machinegun alienphenomenon mayacivil peru treasurehunt nuclearexplos refriger archaeologist indianajon archeolog harrisonford cateblanchett shialabeouf steven spielberg"
105864,The Good Dinosaur,adventur anim famili epic journey world dinosaur apatosauru name arlo make unlik human friend. tyrannosaurusrex friend alternatehistori dinosaur fear storm natur human journey raymondochoa jackbright jeffreywright peter sohn
62177,Brave,"anim adventur comedi famili action fantasi brave set mystic scottish highlands, mérida princess kingdom rule king fergu queen elinor. unruli daughter accomplish archer, mérida one day defi sacr custom land inadvert bring turmoil kingdom. attempt set thing right, mérida seek eccentr old wise woman grant ill-fat wish. also figur mérida’ quest — serv comic relief — kingdom’ three lords: enorm lord macguffin, surli lord macintosh, disagre lord dingwall. scotland rebel braveri kingdom archer wish bear scot rebelliousdaught turnsintoanim archeri ruin aftercreditssting peaceoff womandirector courag 3d kellymacdonald juliewalt billyconnolli brenda chapman"
188927,Star Trek Beyond,"action adventur sciencefict uss enterpris crew explor furthest reach unchart space, encount mysteri new enemi put everyth feder stand test. sequel strand hatr spaceopera chrispin zacharyquinto karlurban justin lin"
10681,WALL·E,"anim famili wall· last robot left earth overrun garbag human fled outer space. 700 year continu tri clean mess, develop rather interest human-lik qualities. ship arriv sleek new type robot, wall· think he' final found friend stow away ship leaves. romanticcomedi benburtt elissaknight jeffgarlin andrew stanton"
5174,Rush Hour 3,"action comedi crime thriller attempt assassin ambassador han, inspector lee detect carter back action head pari protect french woman knowledg triads' secret leaders. lee also hold secret meet unit nation authority, person struggl chines crimin mastermind name kenji, reveal lee' long-lost...brother. ambassador christuck jackiechan hiroyukisanada brett ratner"
14161,2012,"action adventur sciencefict dr. adrian helmsley, part worldwid geophys team investig effect earth radiat unpreced solar storms, learn earth' core heat up. warn u.s. presid thoma wilson crust earth becom unstabl without proper prepar save fraction world' population, entir race doomed. meanwhile, writer jackson curti stumbl information. world' leader race build ""arks"" escap impend cataclysm, curti struggl find way save family. meanwhile, volcan erupt earthquak unpreced strength wreak havoc around world. civil naturaldisast endoftheworld disast apocalyps destruct volcanicerupt mayan ark solar destructionofmankind johncusack amandapeet chiwetelejiofor roland emmerich"
17979,A Christmas Carol,"anim drama miser ebenez scroog awaken christma eve spirit reveal miser existence, opportun wast youth, current cruelties, dire fate await chang ways. scroog face stori grow bitter meanness, must decid futur hold: death redemption. holiday basedonnovel victorianengland money christmasev scroog christmascarol ghost lesson charlesdicken christma garyoldman jimcarrey stevevalentin robert zemecki"
76757,Jupiter Ascending,"sciencefict fantasi action adventur univers human genet materi preciou commodity, impoverish young earth woman becom key strateg maneuv intern strife within power dynasty… jupit space womandirector 3d interspeciesrom milakuni channingtatum seanbean lilli wachowski"
258489,The Legend of Tarzan,"action adventur tarzan, acclim life london, call back former home jungl investig activ mine encampment. africa feralchild tarzan jungl animalattack alexanderskarsgård margotrobbi christophwaltz david yate"
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","adventur famili fantasi sibl lucy, edmund, susan peter step magic wardrob find land narnia. there, discov charming, peac kingdom plung etern winter evil white witch, jadis. aid wise magnific lion, aslan, children lead narnia spectacular, climact battl free witch' glacial power forever. savingtheworld witch basedonnovel brothersisterrelationship selfsacrific winter cupboard beaver lion fairy-talefigur battl narnia fantasyworld duringcreditssting williammoseley annapopplewel skandarkeyn andrew adamson"
246655,X-Men: Apocalypse,"sciencefict re-emerg world' first mutant, world-destroy apocalypse, x-men must unit defeat extinct level plan. mutant supernaturalpow marvelcom superhero basedoncomicbook superhuman apocalyps superheroteam worlddomin aftercreditssting 1980 jamesmcavoy michaelfassbend jenniferlawr bryan singer"
155,The Dark Knight,"drama action crime thriller batman rais stake war crime. help lt. jim gordon district attorney harvey dent, batman set dismantl remain crimin organ plagu streets. partnership prove effective, soon find prey reign chao unleash rise crimin mastermind known terrifi citizen gotham joker. dccomic crimefight secretident scarecrow sadism chao gothamc vigilant joker superhero basedoncomicbook tragichero organizedcrim criminalmastermind districtattorney imax supervillain superpow batman christianbal heathledg aaroneckhart christoph nolan"
14160,Up,"anim comedi famili adventur carl fredricksen spent entir life dream explor globe experienc life fullest. age 78, life seem pass by, twist fate (and persist 8-year old wilder explor name russell) give new leas life. agediffer centralandsouthamerica balloon anim floatingintheair duringcreditssting explor edasn christopherplumm jordannagai pete docter"
15512,Monsters vs Aliens,"anim famili adventur sciencefict susan murphi unwittingli clobber meteor full outer space gunk wed day, mysteri grow 49-feet-11-inches. militari jump action captur susan, secret away covert govern compound. renam ginormica place confin ragtag group monsters... alien giantrobot duringcreditssting sethrogen reesewitherspoon hughlauri conrad vernon"
1726,Iron Man,"action sciencefict adventur held captiv afghan cave, billionair engin toni stark creat uniqu weapon suit armor fight evil. middleeast armsdeal malibu marvelcom superhero basedoncomicbook tonystark ironman aftercreditssting marvelcinematicunivers counterterror agentcoulson robertdowneyjr. terrencehoward jeffbridg jon favreau"
44826,Hugo,"adventur drama famili hugo orphan boy live wall train station 1930 paris. learn fix clock gadget father uncl put use keep train station clock running. thing left connect dead father automaton (mechan man) work without special key hugo need find unlock secret believ contains. adventures, meet shopkeeper, georg melies, work train station adventure-seek god-daughter. hugo find surpris connect father automaton, discov unlock memori old man buri insid regard past. librari clock filmdirector key toy boy love orphan robot automaton hide filmmak legbrac doberman 3d benkingsley sachabaroncohen asabutterfield martin scorses"
8487,Wild Wild West,action adventur comedi sciencefict western legless southern inventor dr. arliss loveless plan rekindl civil war assassin presid u.s. grant. two men stop him: gunfight jame west master-of-disguis inventor artemu gordon. two must team thwart loveless' plans. steampunk basedontvseri steamlocomot drag willsmith kevinklin kennethbranagh barri sonnenfeld
1735,The Mummy: Tomb of the Dragon Emperor,"adventur action fantasi archaeologist rick o'connel travel china, pit emperor 2,000-year-old han dynasti who' return dead pursu quest world domination. time, o'connel enlist help wife son quash so-cal 'dragon emperor' abus supernatur power. brendanfras jetli johnhannah rob cohen"
297761,Suicide Squad,"action adventur crime fantasi sciencefict dc comic come suicid squad, antihero team incarcer supervillain act deniabl asset unit state government, undertak high-risk black op mission exchang commut prison sentences. dccomic sharedunivers antihero secretmiss villain superhero supervillain dcextendedunivers willsmith margotrobbi joelkinnaman david ayer"
2698,Evan Almighty,fantasi comedi famili god contact congressman evan baxter tell build ark prepar great flood. fathersonrelationship dailylif marriedcoupl support father marriag faith baustel rescu anim natur duringcreditssting noah'sark stevecarel laurengraham johngoodman tom shadyac
137113,Edge of Tomorrow,"action sciencefict major bill cage offic never seen day combat unceremoni demot drop combat. cage kill within minutes, manag take alpha alien him. awaken back begin day forc fight die again... - physic contact alien thrown time loop. dejavu timewarp restart dystopia war alien militaryoffic soldier alieninvas exoskeleton tomcruis emilyblunt brendangleeson doug liman"
9804,Waterworld,"adventur action futurist world polar ice cap melt made earth liquid planet, beauti barmaid rescu mutant seafar float island prison. escape, along young charge, enola, sail aboard ship. trio soon becom target menac pirat covet map 'dryland' – tattoo enola' back. ocean tattoo mutant water dystopia doomsday kevincostn chaimgirafi rickavil kevin reynold"
14869,G.I. Joe: The Rise of Cobra,"adventur action thriller sciencefict egyptian desert deep polar ice caps, elit g.i. joe team use latest next-gener spi militari equip fight corrupt arm dealer destro grow threat mysteri cobra organ prevent plung world chaos. terrorist secret hostag technolog warhead govern presid reveng murder attack explos scientist laser evil cobra dennisquaid channingtatum marlonwayan stephen sommer"
150540,Inside Out,"drama comedi anim famili grow bumpi road, except riley, uproot midwest life father start new job san francisco. like us, riley guid emot - joy, fear, anger, disgust sadness. emot live headquarters, control center insid riley' mind, help advis everyday life. riley emot struggl adjust new life san francisco, turmoil ensu headquarters. although joy, riley' main import emotion, tri keep thing positive, emot conflict best navig new city, hous school. dream cartoon imaginaryfriend anim famili move kid unicorn duringcreditssting 3d emot amypoehl phyllissmith richardkind pete docter"
278927,The Jungle Book,"famili adventur drama fantasi threat tiger shere khan forc flee jungle, man-cub name mowgli embark journey self discoveri help panther, bagheera, free spirit bear, baloo. basedonnovel snake wolf eleph tiger feralchild panther remak bear jungl talkinganim orphan anim talkingtoanim neelsethi billmurray benkingsley jon favreau"
10138,Iron Man 2,"adventur action sciencefict world awar dual life armor superhero iron man, billionair inventor toni stark face pressur government, press public share technolog military. unwil let go invention, stark, pepper pott jame 'rhodey' rhode side, must forg new allianc – confront power enemies. malibu marvelcom superhero basedoncomicbook reveng aftercreditssting marvelcinematicunivers robertdowneyjr. gwynethpaltrow doncheadl jon favreau"
58595,Snow White and the Huntsman,"adventur fantasi drama evil queen marri king, perform violent coup king murder daughter, snow white, taken captive. almost decad later, grown snow white still clutch queen. order obtain immortality, evil queen need heart snow white. snow escap castle, queen send huntsman find dark forest. queen magic fairytal immort forest decept woman eternalyouth snowwhit evilqueen evilstepmoth imprison sorceress kristenstewart charlizetheron chrishemsworth rupert sander"
